Mix110	1719900	1984500
Mix111	0	264600
Mix111	132300	396900
Mix111	264600	529200
Mix111	396900	661500
Mix111	529200	793800
Mix111	661500	926100
Mix111	793800	1058400
Mix111	926100	1190700
Mix111	1058400	1323000
Mix111	1190700	1455300
Mix111	1323000	1587600
Mix111	1455300	1719900
Mix111	1587600	1852200
Mix111	1719900	1984500
Mix112	0	264600
Mix112	132300	396900
Mix112	264600	529200
Mix112	396900	661500
Mix112	529200	793800
Mix112	661500	926100
Mix112	793800	1058400
Mix112	926100	1190700
Mix112	1058400	1323000
Mix112	1190700	1455300
Mix112	1323000	1587600
Mix112	1455300	1719900
Mix112	1587600	1852200
Mix112	1719900	1984500
Mix113	0	264600
Mix113	132300	396900
Mix113	264600	529200
Mix113	396900	661500
Mix113	529200	793800
Mix113	661500	926100
Mix113	793800	1058400
Mix113	926100	1190700
Mix113	1058400	1323000
Mix113	1190700	1455300
Mix113	1323000	1587600
Mix113	1455300	1719900
Mix113	1587600	1852200
Mix113	1719900	1984500
Mix114	0	264600
Mix114	132300	396900
Mix114	264600	529200
Mix114	396900	661500
Mix114	529200	793800
Mix114	661500	926100
Mix114	793800	1058400
Mix114	926100	1190700
Mix114	1058400	1323000
Mix114	1190700	1455300
Mix114	1323000	1587600
Mix114	1455300	1719900
Mix114	1587600	1852200
Mix114	1719900	1984500
Mix115	0	264600
Mix115	132300	396900
Mix115	264600	529200
Mix115	396900	661500
Mix115	529200	793800
Mix115	661500	926100
Mix115	793800	1058400
Mix115	926100	1190700
Mix115	1058400	1323000
Mix115	1190700	1455300
Mix115	1323000	1587600
Mix115	1455300	1719900
Mix115	1587600	1852200
Mix115	1719900	1984500
Mix116	0	264600
Mix116	132300	396900
Mix116	264600	529200
Mix116	396900	661500
Mix116	529200	793800
Mix116	661500	926100
Mix116	793800	1058400
Mix116	926100	1190700
Mix116	1058400	1323000
Mix116	1190700	1455300
Mix116	1323000	1587600
Mix116	1455300	1719900
Mix116	1587600	1852200
Mix116	1719900	1984500
Mix117	0	264600
Mix117	132300	396900
Mix117	264600	529200
Mix117	396900	661500
Mix117	529200	793800
Mix117	661500	926100
Mix117	793800	1058400
Mix117	926100	1190700
Mix117	1058400	1323000
Mix117	1190700	1455300
Mix117	1323000	1587600
Mix117	1455300	1719900
Mix117	1587600	1852200
Mix117	1719900	1984500
Mix117	1852200	2116800
Mix117	1984500	2249100
Mix117	2116800	2381400
Mix117	2249100	2513700
Mix117	2381400	2646000
Mix117	2513700	2778300
Mix117	2646000	2910600
Mix117	2778300	3042900
Mix117	2910600	3175200
Mix117	3042900	3307500
Mix117	3175200	3439800
Mix117	3307500	3572100
Mix117	3439800	3704400
Mix117	3572100	3836700
Mix117	3704400	3969000
Mix117	3836700	4101300
Mix117	3969000	4233600
Mix117	4101300	4365900
Mix117	4233600	4498200
Mix117	4365900	4630500
Mix117	4498200	4762800
Mix117	4630500	4895100
Mix117	4762800	5027400
Mix117	4895100	5159700
Mix117	5027400	5292000
Mix117	5159700	5424300
Mix117	5292000	5556600
Mix117	5424300	5688900
Mix117	5556600	5821200
Mix117	5688900	5953500
Mix117	5821200	6085800
Mix117	5953500	6218100
Mix117	6085800	6350400
Mix117	6218100	6482700
Mix117	6350400	6615000
Mix117	6482700	6747300
Mix117	6615000	6879600
Mix117	6747300	7011900
Mix117	6879600	7144200
Mix117	7011900	7276500
Mix117	7144200	7408800
Mix118	0	264600
Mix118	132300	396900
Mix118	264600	529200
Mix118	396900	661500
Mix118	529200	793800
Mix118	661500	926100
Mix118	793800	1058400
Mix118	926100	1190700
Mix118	1058400	1323000
Mix118	1190700	1455300
Mix118	1323000	1587600
Mix118	1455300	1719900
Mix118	1587600	1852200
Mix118	1719900	1984500
Mix119	0	264600
Mix119	132300	396900
Mix119	264600	529200
Mix119	396900	661500
Mix119	529200	793800
Mix119	661500	926100
Mix119	793800	1058400
Mix119	926100	1190700
Mix119	1058400	1323000
Mix119	1190700	1455300
Mix119	1323000	1587600
Mix119	1455300	1719900
Mix119	1587600	1852200
Mix119	1719900	1984500
Mix120	0	264600
Mix120	132300	396900
Mix120	264600	529200
Mix120	396900	661500
Mix120	529200	793800
Mix120	661500	926100
Mix120	793800	1058400
Mix120	926100	1190700
Mix120	1058400	1323000
Mix120	1190700	1455300
Mix120	1323000	1587600
Mix120	1455300	1719900
Mix120	1587600	1852200
Mix120	1719900	1984500
Mix121	0	264600
Mix121	132300	396900
Mix121	264600	529200
Mix121	396900	661500
Mix121	529200	793800
Mix121	661500	926100
Mix121	793800	1058400
Mix121	926100	1190700
Mix121	1058400	1323000
Mix121	1190700	1455300
Mix121	1323000	1587600
Mix121	1455300	1719900
Mix121	1587600	1852200
Mix121	1719900	1984500
Mix122	0	264600
Mix122	132300	396900
Mix122	264600	529200
Mix122	396900	661500
Mix122	529200	793800
Mix122	661500	926100
Mix122	793800	1058400
Mix122	926100	1190700
Mix122	1058400	1323000
Mix122	1190700	1455300
Mix122	1323000	1587600
Mix122	1455300	1719900
Mix122	1587600	1852200
Mix122	1719900	1984500
Mix123	0	264600
Mix123	132300	396900
Mix123	264600	529200
Mix123	396900	661500
Mix123	529200	793800
Mix123	661500	926100
Mix123	793800	1058400
Mix123	926100	1190700
Mix123	1058400	1323000
Mix123	1190700	1455300
Mix123	1323000	1587600
Mix123	1455300	1719900
Mix123	1587600	1852200
Mix123	1719900	1984500
Mix124	0	264600
Mix124	132300	396900
Mix124	264600	529200
Mix124	396900	661500
Mix124	529200	793800
Mix124	661500	926100
Mix124	793800	1058400
Mix124	926100	1190700
Mix124	1058400	1323000
Mix124	1190700	1455300
Mix124	1323000	1587600
Mix124	1455300	1719900
Mix124	1587600	1852200
Mix124	1719900	1984500
Mix125	0	264600
Mix125	132300	396900
Mix125	264600	529200
Mix125	396900	661500
Mix125	529200	793800
Mix125	661500	926100
Mix125	793800	1058400
Mix125	926100	1190700
Mix125	1058400	1323000
Mix125	1190700	1455300
Mix125	1323000	1587600
Mix125	1455300	1719900
Mix125	1587600	1852200
Mix125	1719900	1984500
Mix126	0	264600
Mix126	132300	396900
Mix126	264600	529200
Mix126	396900	661500
Mix126	529200	793800
Mix126	661500	926100
Mix126	793800	1058400
Mix126	926100	1190700
Mix126	1058400	1323000
Mix126	1190700	1455300
Mix126	1323000	1587600
Mix126	1455300	1719900
Mix126	1587600	1852200
Mix126	1719900	1984500
Mix127	0	264600
Mix127	132300	396900
Mix127	264600	529200
Mix127	396900	661500
Mix127	529200	793800
Mix127	661500	926100
Mix127	793800	1058400
Mix127	926100	1190700
Mix127	1058400	1323000
Mix127	1190700	1455300
Mix127	1323000	1587600
Mix127	1455300	1719900
Mix127	1587600	1852200
Mix127	1719900	1984500
Mix128	0	264600
Mix128	132300	396900
Mix128	264600	529200
Mix128	396900	661500
Mix128	529200	793800
Mix128	661500	926100
Mix128	793800	1058400
Mix128	926100	1190700
Mix128	1058400	1323000
Mix128	1190700	1455300
Mix128	1323000	1587600
Mix128	1455300	1719900
Mix128	1587600	1852200
Mix128	1719900	1984500
Mix128	1852200	2116800
Mix128	1984500	2249100
Mix128	2116800	2381400
Mix128	2249100	2513700
Mix128	2381400	2646000
Mix128	2513700	2778300
Mix128	2646000	2910600
Mix128	2778300	3042900
Mix128	2910600	3175200
Mix128	3042900	3307500
Mix128	3175200	3439800
Mix128	3307500	3572100
Mix128	3439800	3704400
Mix128	3572100	3836700
Mix128	3704400	3969000
Mix128	3836700	4101300
Mix128	3969000	4233600
Mix128	4101300	4365900
Mix128	4233600	4498200
Mix128	4365900	4630500
Mix128	4498200	4762800
Mix128	4630500	4895100
Mix128	4762800	5027400
Mix128	4895100	5159700
Mix128	5027400	5292000
Mix128	5159700	5424300
Mix128	5292000	5556600
Mix128	5424300	5688900
Mix128	5556600	5821200
Mix128	5688900	5953500
Mix128	5821200	6085800
Mix128	5953500	6218100
Mix128	6085800	6350400
Mix128	6218100	6482700
Mix128	6350400	6615000
Mix128	6482700	6747300
Mix128	6615000	6879600
Mix128	6747300	7011900
Mix128	6879600	7144200
Mix128	7011900	7276500
Mix128	7144200	7408800
Mix129	0	264600
Mix129	132300	396900
Mix129	264600	529200
Mix129	396900	661500
Mix129	529200	793800
Mix129	661500	926100
Mix129	793800	1058400
Mix129	926100	1190700
Mix129	1058400	1323000
Mix129	1190700	1455300
Mix129	1323000	1587600
Mix129	1455300	1719900
Mix129	1587600	1852200
Mix129	1719900	1984500
Mix130	0	264600
Mix130	132300	396900
Mix130	264600	529200
Mix130	396900	661500
Mix130	529200	793800
Mix130	661500	926100
Mix130	793800	1058400
Mix130	926100	1190700
Mix130	1058400	1323000
Mix130	1190700	1455300
Mix130	1323000	1587600
Mix130	1455300	1719900
Mix130	1587600	1852200
Mix130	1719900	1984500
Mix131	0	264600
Mix131	132300	396900
Mix131	264600	529200
Mix131	396900	661500
Mix131	529200	793800
Mix131	661500	926100
Mix131	793800	1058400
Mix131	926100	1190700
Mix131	1058400	1323000
Mix131	1190700	1455300
Mix131	1323000	1587600
Mix131	1455300	1719900
Mix131	1587600	1852200
Mix131	1719900	1984500
Mix132	0	264600
Mix132	132300	396900
Mix132	264600	529200
Mix132	396900	661500
Mix132	529200	793800
Mix132	661500	926100
Mix132	793800	1058400
Mix132	926100	1190700
Mix132	1058400	1323000
Mix132	1190700	1455300
Mix132	1323000	1587600
Mix132	1455300	1719900
Mix132	1587600	1852200
Mix132	1719900	1984500
Mix133	0	264600
Mix133	132300	396900
Mix133	264600	529200
Mix133	396900	661500
Mix133	529200	793800
Mix133	661500	926100
Mix133	793800	1058400
Mix133	926100	1190700
Mix133	1058400	1323000
Mix133	1190700	1455300
Mix133	1323000	1587600
Mix133	1455300	1719900
Mix133	1587600	1852200
Mix133	1719900	1984500
Mix134	0	264600
Mix134	132300	396900
Mix134	264600	529200
Mix134	396900	661500
Mix134	529200	793800
Mix134	661500	926100
Mix134	793800	1058400
Mix134	926100	1190700
Mix134	1058400	1323000
Mix134	1190700	1455300
Mix134	1323000	1587600
Mix134	1455300	1719900
Mix134	1587600	1852200
Mix134	1719900	1984500
Mix135	0	264600
Mix135	132300	396900
Mix135	264600	529200
Mix135	396900	661500
Mix135	529200	793800
Mix135	661500	926100
Mix135	793800	1058400
Mix135	926100	1190700
Mix135	1058400	1323000
Mix135	1190700	1455300
Mix135	1323000	1587600
Mix135	1455300	1719900
Mix135	1587600	1852200
Mix135	1719900	1984500
Mix136	0	264600
Mix136	132300	396900
Mix136	264600	529200
Mix136	396900	661500
Mix136	529200	793800
Mix136	661500	926100
Mix136	793800	1058400
Mix136	926100	1190700
Mix136	1058400	1323000
Mix136	1190700	1455300
Mix136	1323000	1587600
Mix136	1455300	1719900
Mix136	1587600	1852200
Mix136	1719900	1984500
Mix137	0	264600
Mix137	132300	396900
Mix137	264600	529200
Mix137	396900	661500
Mix137	529200	793800
Mix137	661500	926100
Mix137	793800	1058400
Mix137	926100	1190700
Mix137	1058400	1323000
Mix137	1190700	1455300
Mix137	1323000	1587600
Mix137	1455300	1719900
Mix137	1587600	1852200
Mix137	1719900	1984500
Mix138	0	264600
Mix138	132300	396900
Mix138	264600	529200
Mix138	396900	661500
Mix138	529200	793800
Mix138	661500	926100
Mix138	793800	1058400
Mix138	926100	1190700
Mix138	1058400	1323000
Mix138	1190700	1455300
Mix138	1323000	1587600
Mix138	1455300	1719900
Mix138	1587600	1852200
Mix138	1719900	1984500
Mix139	0	264600
Mix139	132300	396900
Mix139	264600	529200
Mix139	396900	661500
Mix139	529200	793800
Mix139	661500	926100
Mix139	793800	1058400
Mix139	926100	1190700
Mix139	1058400	1323000
Mix139	1190700	1455300
Mix139	1323000	1587600
Mix139	1455300	1719900
Mix139	1587600	1852200
Mix139	1719900	1984500
Mix139	1852200	2116800
Mix139	1984500	2249100
Mix139	2116800	2381400
Mix139	2249100	2513700
Mix139	2381400	2646000
Mix139	2513700	2778300
Mix139	2646000	2910600
Mix139	2778300	3042900
Mix139	2910600	3175200
Mix139	3042900	3307500
Mix139	3175200	3439800
Mix139	3307500	3572100
Mix139	3439800	3704400
Mix139	3572100	3836700
Mix139	3704400	3969000
Mix139	3836700	4101300
Mix139	3969000	4233600
Mix139	4101300	4365900
Mix139	4233600	4498200
Mix139	4365900	4630500
Mix139	4498200	4762800
Mix139	4630500	4895100
Mix139	4762800	5027400
Mix139	4895100	5159700
Mix139	5027400	5292000
Mix139	5159700	5424300
Mix139	5292000	5556600
Mix139	5424300	5688900
Mix139	5556600	5821200
Mix139	5688900	5953500
Mix139	5821200	6085800
Mix139	5953500	6218100
Mix139	6085800	6350400
Mix139	6218100	6482700
Mix139	6350400	6615000
Mix139	6482700	6747300
Mix139	6615000	6879600
Mix139	6747300	7011900
Mix139	6879600	7144200
Mix139	7011900	7276500
Mix139	7144200	7408800
Mix140	0	264600
Mix140	132300	396900
Mix140	264600	529200
Mix140	396900	661500
Mix140	529200	793800
Mix140	661500	926100
Mix140	793800	1058400
Mix140	926100	1190700
Mix140	1058400	1323000
Mix140	1190700	1455300
Mix140	1323000	1587600
Mix140	1455300	1719900
Mix140	1587600	1852200
Mix140	1719900	1984500
Mix140	1852200	2116800
Mix140	1984500	2249100
Mix140	2116800	2381400
Mix140	2249100	2513700
Mix140	2381400	2646000
Mix140	2513700	2778300
Mix140	2646000	2910600
Mix140	2778300	3042900
Mix140	2910600	3175200
Mix140	3042900	3307500
Mix140	3175200	3439800
Mix140	3307500	3572100
Mix140	3439800	3704400
Mix140	3572100	3836700
Mix140	3704400	3969000
Mix140	3836700	4101300
Mix140	3969000	4233600
Mix140	4101300	4365900
Mix140	4233600	4498200
Mix140	4365900	4630500
Mix140	4498200	4762800
Mix140	4630500	4895100
Mix140	4762800	5027400
Mix140	4895100	5159700
Mix140	5027400	5292000
Mix140	5159700	5424300
Mix140	5292000	5556600
Mix140	5424300	5688900
Mix140	5556600	5821200
Mix140	5688900	5953500
Mix140	5821200	6085800
Mix140	5953500	6218100
Mix140	6085800	6350400
Mix140	6218100	6482700
Mix140	6350400	6615000
Mix140	6482700	6747300
Mix140	6615000	6879600
Mix140	6747300	7011900
Mix140	6879600	7144200
Mix140	7011900	7276500
Mix140	7144200	7408800
Mix141	0	264600
Mix141	132300	396900
Mix141	264600	529200
Mix141	396900	661500
Mix141	529200	793800
Mix141	661500	926100
Mix141	793800	1058400
Mix141	926100	1190700
Mix141	1058400	1323000
Mix141	1190700	1455300
Mix141	1323000	1587600
Mix141	1455300	1719900
Mix141	1587600	1852200
Mix141	1719900	1984500
Mix142	0	264600
Mix142	132300	396900
Mix142	264600	529200
Mix142	396900	661500
Mix142	529200	793800
Mix142	661500	926100
Mix142	793800	1058400
Mix142	926100	1190700
Mix142	1058400	1323000
Mix142	1190700	1455300
Mix142	1323000	1587600
Mix142	1455300	1719900
Mix142	1587600	1852200
Mix142	1719900	1984500
Mix143	0	264600
Mix143	132300	396900
Mix143	264600	529200
Mix143	396900	661500
Mix143	529200	793800
Mix143	661500	926100
Mix143	793800	1058400
Mix143	926100	1190700
Mix143	1058400	1323000
Mix143	1190700	1455300
Mix143	1323000	1587600
Mix143	1455300	1719900
Mix143	1587600	1852200
Mix143	1719900	1984500
Mix144	0	264600
Mix144	132300	396900
Mix144	264600	529200
Mix144	396900	661500
Mix144	529200	793800
Mix144	661500	926100
Mix144	793800	1058400
Mix144	926100	1190700
Mix144	1058400	1323000
Mix144	1190700	1455300
Mix144	1323000	1587600
Mix144	1455300	1719900
Mix144	1587600	1852200
Mix144	1719900	1984500
Mix145	0	264600
Mix145	132300	396900
Mix145	264600	529200
Mix145	396900	661500
Mix145	529200	793800
Mix145	661500	926100
Mix145	793800	1058400
Mix145	926100	1190700
Mix145	1058400	1323000
Mix145	1190700	1455300
Mix145	1323000	1587600
Mix145	1455300	1719900
Mix145	1587600	1852200
Mix145	1719900	1984500
Mix146	0	264600
Mix146	132300	396900
Mix146	264600	529200
Mix146	396900	661500
Mix146	529200	793800
Mix146	661500	926100
Mix146	793800	1058400
Mix146	926100	1190700
Mix146	1058400	1323000
Mix146	1190700	1455300
Mix146	1323000	1587600
Mix146	1455300	1719900
Mix146	1587600	1852200
Mix146	1719900	1984500
Mix146	1852200	2116800
Mix146	1984500	2249100
Mix146	2116800	2381400
Mix146	2249100	2513700
Mix146	2381400	2646000
Mix146	2513700	2778300
Mix146	2646000	2910600
Mix146	2778300	3042900
Mix146	2910600	3175200
Mix146	3042900	3307500
Mix146	3175200	3439800
Mix146	3307500	3572100
Mix146	3439800	3704400
Mix146	3572100	3836700
Mix146	3704400	3969000
Mix146	3836700	4101300
Mix146	3969000	4233600
Mix146	4101300	4365900
Mix146	4233600	4498200
Mix146	4365900	4630500
Mix146	4498200	4762800
Mix146	4630500	4895100
Mix146	4762800	5027400
Mix146	4895100	5159700
Mix147	0	264600
Mix147	132300	396900
Mix147	264600	529200
Mix147	396900	661500
Mix147	529200	793800
Mix147	661500	926100
Mix147	793800	1058400
Mix147	926100	1190700
Mix147	1058400	1323000
Mix147	1190700	1455300
Mix147	1323000	1587600
Mix147	1455300	1719900
Mix147	1587600	1852200
Mix147	1719900	1984500
Mix147	1852200	2116800
Mix147	1984500	2249100
Mix147	2116800	2381400
Mix147	2249100	2513700
Mix147	2381400	2646000
Mix147	2513700	2778300
Mix147	2646000	2910600
Mix147	2778300	3042900
Mix147	2910600	3175200
Mix147	3042900	3307500
Mix147	3175200	3439800
Mix147	3307500	3572100
Mix147	3439800	3704400
Mix147	3572100	3836700
Mix147	3704400	3969000
Mix147	3836700	4101300
Mix147	3969000	4233600
Mix147	4101300	4365900
Mix147	4233600	4498200
Mix147	4365900	4630500
Mix147	4498200	4762800
Mix147	4630500	4895100
Mix147	4762800	5027400
Mix147	4895100	5159700
Mix148	0	264600
Mix148	132300	396900
Mix148	264600	529200
Mix148	396900	661500
Mix148	529200	793800
Mix148	661500	926100
Mix148	793800	1058400
Mix148	926100	1190700
Mix148	1058400	1323000
Mix148	1190700	1455300
Mix148	1323000	1587600
Mix148	1455300	1719900
Mix148	1587600	1852200
Mix148	1719900	1984500
Mix148	1852200	2116800
Mix148	1984500	2249100
Mix148	2116800	2381400
Mix148	2249100	2513700
Mix148	2381400	2646000
Mix148	2513700	2778300
Mix148	2646000	2910600
Mix148	2778300	3042900
Mix148	2910600	3175200
Mix148	3042900	3307500
Mix148	3175200	3439800
Mix148	3307500	3572100
Mix148	3439800	3704400
Mix148	3572100	3836700
Mix148	3704400	3969000
Mix148	3836700	4101300
Mix148	3969000	4233600
Mix148	4101300	4365900
Mix148	4233600	4498200
Mix148	4365900	4630500
Mix148	4498200	4762800
Mix148	4630500	4895100
Mix148	4762800	5027400
Mix148	4895100	5159700
Mix149	0	264600
Mix149	132300	396900
Mix149	264600	529200
Mix149	396900	661500
Mix149	529200	793800
Mix149	661500	926100
Mix149	793800	1058400
Mix149	926100	1190700
Mix149	1058400	1323000
Mix149	1190700	1455300
Mix149	1323000	1587600
Mix149	1455300	1719900
Mix149	1587600	1852200
Mix149	1719900	1984500
Mix149	1852200	2116800
Mix149	1984500	2249100
Mix149	2116800	2381400
Mix149	2249100	2513700
Mix149	2381400	2646000
Mix149	2513700	2778300
Mix149	2646000	2910600
Mix149	2778300	3042900
Mix149	2910600	3175200
Mix149	3042900	3307500
Mix149	3175200	3439800
Mix149	3307500	3572100
Mix149	3439800	3704400
Mix149	3572100	3836700
Mix149	3704400	3969000
Mix149	3836700	4101300
Mix149	3969000	4233600
Mix149	4101300	4365900
Mix149	4233600	4498200
Mix149	4365900	4630500
Mix149	4498200	4762800
Mix149	4630500	4895100
Mix149	4762800	5027400
Mix149	4895100	5159700
Mix150	0	264600
Mix150	132300	396900
Mix150	264600	529200
Mix150	396900	661500
Mix150	529200	793800
Mix150	661500	926100
Mix150	793800	1058400
Mix150	926100	1190700
Mix150	1058400	1323000
Mix150	1190700	1455300
Mix150	1323000	1587600
Mix150	1455300	1719900
Mix150	1587600	1852200
Mix150	1719900	1984500
Mix150	1852200	2116800
Mix150	1984500	2249100
Mix150	2116800	2381400
Mix150	2249100	2513700
Mix150	2381400	2646000
Mix150	2513700	2778300
Mix150	2646000	2910600
Mix150	2778300	3042900
Mix150	2910600	3175200
Mix150	3042900	3307500
Mix150	3175200	3439800
Mix150	3307500	3572100
Mix150	3439800	3704400
Mix150	3572100	3836700
Mix150	3704400	3969000
Mix150	3836700	4101300
Mix150	3969000	4233600
Mix150	4101300	4365900
Mix150	4233600	4498200
Mix150	4365900	4630500
Mix150	4498200	4762800
Mix150	4630500	4895100
Mix150	4762800	5027400
Mix150	4895100	5159700
Mix151	0	264600
Mix151	132300	396900
Mix151	264600	529200
Mix151	396900	661500
Mix151	529200	793800
Mix151	661500	926100
Mix151	793800	1058400
Mix151	926100	1190700
Mix151	1058400	1323000
Mix151	1190700	1455300
Mix151	1323000	1587600
Mix151	1455300	1719900
Mix151	1587600	1852200
Mix151	1719900	1984500
Mix151	1852200	2116800
Mix151	1984500	2249100
Mix151	2116800	2381400
Mix151	2249100	2513700
Mix151	2381400	2646000
Mix151	2513700	2778300
Mix151	2646000	2910600
Mix151	2778300	3042900
Mix151	2910600	3175200
Mix151	3042900	3307500
Mix151	3175200	3439800
Mix151	3307500	3572100
Mix151	3439800	3704400
Mix151	3572100	3836700
Mix151	3704400	3969000
Mix151	3836700	4101300
Mix151	3969000	4233600
Mix151	4101300	4365900
Mix151	4233600	4498200
Mix151	4365900	4630500
Mix151	4498200	4762800
Mix151	4630500	4895100
Mix151	4762800	5027400
Mix151	4895100	5159700
Mix151	5027400	5292000
Mix151	5159700	5424300
Mix151	5292000	5556600
Mix151	5424300	5688900
Mix151	5556600	5821200
Mix151	5688900	5953500
Mix151	5821200	6085800
Mix151	5953500	6218100
Mix151	6085800	6350400
Mix151	6218100	6482700
Mix151	6350400	6615000
Mix151	6482700	6747300
Mix151	6615000	6879600
Mix151	6747300	7011900
Mix151	6879600	7144200
Mix151	7011900	7276500
Mix151	7144200	7408800
Mix152	0	264600
Mix152	132300	396900
Mix152	264600	529200
Mix152	396900	661500
Mix152	529200	793800
Mix152	661500	926100
Mix152	793800	1058400
Mix152	926100	1190700
Mix152	1058400	1323000
Mix152	1190700	1455300
Mix152	1323000	1587600
Mix152	1455300	1719900
Mix152	1587600	1852200
Mix152	1719900	1984500
Mix152	1852200	2116800
Mix152	1984500	2249100
Mix152	2116800	2381400
Mix152	2249100	2513700
Mix152	2381400	2646000
Mix152	2513700	2778300
Mix152	2646000	2910600
Mix152	2778300	3042900
Mix152	2910600	3175200
Mix152	3042900	3307500
Mix152	3175200	3439800
Mix152	3307500	3572100
Mix152	3439800	3704400
Mix152	3572100	3836700
Mix152	3704400	3969000
Mix152	3836700	4101300
Mix152	3969000	4233600
Mix152	4101300	4365900
Mix152	4233600	4498200
Mix152	4365900	4630500
Mix152	4498200	4762800
Mix152	4630500	4895100
Mix152	4762800	5027400
Mix152	4895100	5159700
Mix153	0	264600
Mix153	132300	396900
Mix153	264600	529200
Mix153	396900	661500
Mix153	529200	793800
Mix153	661500	926100
Mix153	793800	1058400
